model,ext_nmf_dir,ext_len,rank,ext_pattern_id,ext_type,best_train_pattern_id,max_train_sim,mean_usage_ext,selected_for_mask
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R16_total_QWAB,4096,16,5,O,12,0.37447038569073166,0.003113716537691794,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R16_total_QWAB,4096,16,6,V,11,0.6011131260761854,0.0035434083611664215,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R16_total_QWAB,4096,16,7,O,1,0.48017939710010127,0.0017229325429918812,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R16_total_QWAB,4096,16,8,V,8,0.4355081815975299,0.004417982968934161,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R16_total_QWAB,4096,16,9,O,1,0.3715148137866383,0.0014710025096828323,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R16_total_QWAB,4096,16,10,O,10,0.3899492830436372,0.0020169435643420286,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R16_total_QWAB,4096,16,11,D,1,0.4630525902433524,0.0018974535636931162,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R16_total_QWAB,4096,16,12,O,15,0.617509415859737,0.0030494200666973687,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R16_total_QWAB,4096,16,13,D,10,0.3489687208270377,0.0020939682117069305,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R16_total_QWAB,4096,16,14,O,1,0.41215127982321814,0.0022980400439069843,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R16_total_QWAB,4096,16,15,D,0,0.6629079903759368,0.0024922869404359303,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,0,V,21,0.43324838348643907,0.002882690132890862,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,1,D,0,0.6230568811694935,0.0029217667161727926,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,2,D,2,0.5853458526462676,0.0038295338663252524,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,3,D,0,0.6204613376023631,0.004594461553072778,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,4,V,12,0.49773052444973465,0.0037050346624732337,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,5,V,12,0.4462024075053793,0.0028963905789158337,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,6,O,15,0.5833607060430245,0.002441643097012426,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,7,V,26,0.468321595903124,0.0018662361630778198,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,8,O,13,0.5761730439333987,0.001348480257251325,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,9,O,30,0.5946007526296532,0.0015623405126268292,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,10,D,0,0.5668980144265102,0.0012586996647581353,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,11,O,20,0.6726564127732411,0.0011724025093194652,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,12,V,14,0.5849019735820055,0.0025119001345439707,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,13,O,22,0.4360084953111375,0.0011700565683710402,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,14,O,28,0.6294015880128323,0.0012108820072874317,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,15,D,0,0.5032040780820057,0.001278761053999011,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,16,V,11,0.4871158449096509,0.0015321214603627375,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,17,O,16,0.6505131414845524,0.001597372845106718,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,18,D,23,0.4215978415549189,0.0016090953126261809,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,19,V,6,0.45380051188667003,0.0026289835966651115,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,20,O,31,0.43424094777857447,0.0015785197747086796,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,21,O,23,0.5524331585527241,0.0015806989450881284,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,22,D,0,0.5302669647487056,0.001771979499565807,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,23,O,29,0.5449673233455669,0.0010213683782805284,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,24,O,13,0.32253676876464055,0.0013169083908559762,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,25,O,10,0.6529961158355897,0.0017132941584917403,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,26,V,24,0.6118051812042347,0.0020389128585667983,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,27,O,31,0.4344308170012901,0.001525341457979721,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,28,V,4,0.569327464523164,0.001788659068396008,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,29,D,0,0.5085823064491473,0.0013378882868844528,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,30,V,11,0.4757036634548999,0.0017493980021276911,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_checkpoint-15900_salient_R32_total,2048,32,31,V,19,0.35675760150969543,0.0014512153576301836,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,0,V,14,0.4087611661908363,0.003530972653334459,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,1,D,0,0.6664416692060106,0.0038913927361211463,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,2,D,2,0.49637395027437703,0.004042112040145519,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,3,V,7,0.4180730332118913,0.0027941416950464978,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,4,V,24,0.6443598446387846,0.003818312843589398,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,5,O,25,0.49598116022934585,0.0025597771988161116,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,6,V,26,0.6151270233000935,0.0028493252423301228,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,7,O,28,0.4850430058888129,0.0013449972167790532,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,8,V,1,0.44310219668485695,0.0039000845070932162,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,9,V,10,0.3035128445107717,0.0009094879028978268,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,10,O,31,0.5744677489731541,0.0014727223180745913,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,11,O,19,0.6078743921320222,0.0014275316714986196,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,12,V,11,0.38004408357989233,0.002019127605828462,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,13,O,10,0.3781705416205347,0.0011528809470621425,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,14,O,31,0.3912772678237026,0.001365413963423868,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,15,O,29,0.5771774854072003,0.0011676305814465554,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,16,D,28,0.3440027115705198,0.0008683104214850386,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,17,V,6,0.3771419267804096,0.0016053901697091928,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,18,O,16,0.5515018567724779,0.0011531088929975653,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,19,O,23,0.47188930974155874,0.001536416563957099,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,20,V,11,0.4645429871434088,0.0014191059166660126,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,21,O,23,0.29297283485514375,0.0012746835536395116,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,22,V,12,0.565748323314543,0.002703204470001752,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,23,D,0,0.6121820821843416,0.001512425720187941,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,24,O,15,0.4570534873150602,0.0019460627916200223,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,25,O,22,0.345573031696551,0.0010712933325884993,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,26,O,28,0.34911173705237897,0.0011932386187939099,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,27,O,30,0.5235444736919567,0.0013185511093817266,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,28,V,4,0.4554632429795994,0.002160103466375492,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,29,O,15,0.4179611697301307,0.0014287805008040679,True
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,30,O,13,0.4934485882712316,0.001703243231805642,False
QWAB,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_checkpoint-15900_salient_R32_total,4096,32,31,D,0,0.5949231242233656,0.002170177088310719,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R16,2048,16,0,V,4,0.6146704287943213,0.0034442612687483366,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R16,2048,16,1,D,0,0.7266166447574015,0.006188026195963074,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R16,2048,16,2,V,5,0.4039523823208391,0.002989565156476301,True
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R16,2048,16,3,O,14,0.6718190907819239,0.0037859920517608714,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R16,2048,16,4,O,1,0.7323482960407293,0.0032662371415239652,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R16,2048,16,5,V,5,0.28869858756082867,0.0028224803443946535,True
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R16,2048,16,6,V,12,0.5520537122877229,0.002457132559480123,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R16,2048,16,7,O,1,0.5481543635581251,0.0027250578945698105,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R16,2048,16,8,O,14,0.6760824359256932,0.0033873494714315674,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R16,2048,16,9,O,15,0.6519018260566329,0.0022219620476194913,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R16,2048,16,10,O,11,0.7200819764870706,0.0024156392067741688,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R16,2048,16,11,V,5,0.49655426373115336,0.0009897942790673758,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R16,2048,16,12,O,6,0.6837450104293321,0.0025621904993450824,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R16,2048,16,13,V,10,0.49075990194429175,0.00243787861187538,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R16,2048,16,14,V,12,0.6121423577858001,0.002195124344233995,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R16,2048,16,15,O,2,0.8431873952510922,0.003103048745235921,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_nope_s42_salient_R16,4096,16,0,V,5,0.49727856879180554,0.004777058464249492,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_nope_s42_salient_R16,4096,16,1,D,0,0.6625407097830078,0.005414595677598189,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_nope_s42_salient_R16,4096,16,2,V,5,0.5563363924679556,0.0036364712215708915,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_nope_s42_salient_R16,4096,16,3,V,12,0.5499227469297576,0.0029622271546760953,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_nope_s42_salient_R16,4096,16,4,V,12,0.661542158188631,0.0035808778162152856,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_nope_s42_salient_R16,4096,16,5,V,4,0.622666372465946,0.0027588351133552773,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_nope_s42_salient_R16,4096,16,6,V,5,0.414491414465949,0.0018991292473767491,True
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_nope_s42_salient_R16,4096,16,7,V,3,0.5821712467896107,0.003064182386762554,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_nope_s42_salient_R16,4096,16,8,O,2,0.6069409543754408,0.0027969189599429513,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_nope_s42_salient_R16,4096,16,9,O,11,0.802431454476367,0.0025564198191175237,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_nope_s42_salient_R16,4096,16,10,V,8,0.5857034627700647,0.002326378083204415,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_nope_s42_salient_R16,4096,16,11,O,7,0.6900879045277005,0.002407271965422278,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_nope_s42_salient_R16,4096,16,12,O,1,0.8948349041290391,0.002432706672192621,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_nope_s42_salient_R16,4096,16,13,O,14,0.7952216587580612,0.0017865441083476145,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_nope_s42_salient_R16,4096,16,14,O,9,0.38546217928482324,0.002439229089721759,True
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L4096_nope_s42_salient_R16,4096,16,15,O,11,0.4018870674644168,0.002408015300305999,True
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R32,2048,32,0,V,16,0.4907396975031759,0.00220256431287895,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R32,2048,32,1,D,25,0.5697489167865342,0.004497389398548861,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R32,2048,32,2,V,5,0.6125360008918459,0.00267369690978826,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R32,2048,32,3,V,8,0.3397298509697529,0.0033084467858048566,True
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R32,2048,32,4,V,1,0.33680821550608314,0.0030578576724840704,True
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R32,2048,32,5,V,1,0.462879943173356,0.00261735974297467,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R32,2048,32,6,V,8,0.23337913039843838,0.002067138859933332,True
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R32,2048,32,7,O,18,0.5563987695488164,0.002273961200157591,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R32,2048,32,8,O,28,0.5244555662417602,0.0026354499425881132,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R32,2048,32,9,O,17,0.6003781655784065,0.0016948520541862975,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R32,2048,32,10,O,30,0.49551064242112186,0.0018439192055918912,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R32,2048,32,11,V,8,0.5508147080178325,0.0010888925650129626,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R32,2048,32,12,O,30,0.44454994311250456,0.0016019993418123868,True
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R32,2048,32,13,V,3,0.45195094644161193,0.002310622927599108,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R32,2048,32,14,O,31,0.5572882678608809,0.001070474221256619,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R32,2048,32,15,O,29,0.5766497456554036,0.0024437216480544064,False
NoPE,/project/nlp-work5/hongyu-s/transformers/examples/pytorch/language-modeling/runs/attn_nmf_comparison/L2048_nope_s42_salient_R32,2048,32,16,O,7,0.5864622084388453,0.0017063659894157842,False
